path,format,producer,producer_model,producer_version,source,source_path,license,provenance_confidence,sha256,size_bytes,width,height,metadata_summary,validation_status,notes
pdf/acrobat/025-attachment.pdf,PDF,PDF producer (inspect metadata),,,https://github.com/py-pdf/sample-files,sample-files/025-attachment/with-attachment.pdf,see upstream repository,MEDIUM,1c7e5f3bb3bbf9a2424cac84f46b17e5b62af0719d63b445c280c76634b316ba,24296,,1,pypdf; 1.5; 1;,valid,Real sample; source does not establish Acrobat provenance
pdf/acrobat/027-cropped-rotated-scaled.pdf,PDF,PDF producer (inspect metadata),,,https://github.com/py-pdf/sample-files,sample-files/027-cropped-rotated-scaled/cropped-rotated-scaled.pdf,see upstream repository,MEDIUM,cc195eac510b81123de4f55ac9f8185f2120975a7b75a106460b98615737aacd,272039,,4,pypdf; 1.7; 4;,valid,Real sample; source does not establish Acrobat provenance
pdf/latex/003-pdflatex-image.pdf,PDF,pdfLaTeX,,,https://github.com/py-pdf/sample-files,sample-files/003-pdflatex-image/pdflatex-image.pdf,see upstream repository,HIGH,64c5bc35008015936ef3ff60f6ad268a713b5271727b72ef308f87b9b495646f,74061,,1,pdfTeX-1.40.23; 1.5; 1;,valid,Directory and source project explicitly identify pdfLaTeX
pdf/latex/004-pdflatex-4-pages.pdf,PDF,pdfLaTeX,,,https://github.com/py-pdf/sample-files,sample-files/004-pdflatex-4-pages/pdflatex-4-pages.pdf,see upstream repository,HIGH,f17a09190ad8a04964d78115d8ba7fc7a298557274fa14932ba58612342b7dec,24607,,4,pdfTeX-1.40.23; 1.5; 4;,valid,Directory and source project explicitly identify pdfLaTeX
pdf/latex/006-pdflatex-outline.pdf,PDF,pdfLaTeX,,,https://github.com/py-pdf/sample-files,sample-files/006-pdflatex-outline/pdflatex-outline.pdf,see upstream repository,HIGH,17b5a4dac75613b82749c7538fc93991a385a5d419cc9832fdba24c1726a031a,48722,,4,pdfTeX-1.40.23; 1.5; 4;,valid,Directory and source project explicitly identify pdfLaTeX
pdf/latex/010-pdflatex-forms.pdf,PDF,pdfLaTeX,,,https://github.com/py-pdf/sample-files,sample-files/010-pdflatex-forms/pdflatex-forms.pdf,see upstream repository,HIGH,fc6265298caafffeee9dd2d7f3ae2e53ab9f61ec0561369429d442f731d339da,27712,,1,pdfTeX-1.40.23; 1.5; 1;,valid,Directory and source project explicitly identify pdfLaTeX
pdf/latex/026-latex-multicolumn.pdf,PDF,pdfLaTeX,,,https://github.com/py-pdf/sample-files,sample-files/026-latex-multicolumn/multicolumn.pdf,see upstream repository,HIGH,bdb495e95b3e1afae95013099dc59b0cea047f1fa70f677ee9cb33f10faa1c6c,78657,,3,pdfTeX-1.40.21; 1.5; 3;,valid,Directory and source project explicitly identify pdfLaTeX
pdf/latex/GeoTopo-komprimiert.pdf,PDF,pdfLaTeX,,,https://github.com/py-pdf/sample-files,sample-files/009-pdflatex-geotopo/GeoTopo-komprimiert.pdf,see upstream repository,HIGH,c598efa1b0bf11ebf4e325c156821da0d47c710ae6f8de3f86dc00a455a3b2d4,1793479,,117,3-Heights™ PDF Optimization Shell 6.3.1.5 (http://www.pdf-tools.com); 1.5; 117;,malformed-but-useful: qpdf --check failed,Directory and source project explicitly identify pdfLaTeX
pdf/latex/GeoTopo.pdf,PDF,pdfLaTeX,,,https://github.com/py-pdf/sample-files,sample-files/009-pdflatex-geotopo/GeoTopo.pdf,see upstream repository,HIGH,1c8d117e58878659ca5c0da32e590767ec870ed3a420dfa5d6690a66ebc3f7c5,5321132,,117,pdfTeX-1.40.16; 1.5; 117;,valid,Directory and source project explicitly identify pdfLaTeX
pdf/scanner/007-imagemagick-images.pdf,PDF,image/scanned-document style PDF,,,https://github.com/py-pdf/sample-files,sample-files/007-imagemagick-images/imagemagick-images.pdf,see upstream repository,LOW,0f2076573bfed1107300a2383b88bbbbc2b85a57f06b3ff478a0faa7ded57b4e,16012,,6,https://imagemagick.org; 1.7; 6;,valid,Useful image-heavy real sample; scanner producer unverified
pdf/scanner/019-grayscale-image.pdf,PDF,image/scanned-document style PDF,,,https://github.com/py-pdf/sample-files,sample-files/019-grayscale-image/grayscale-image.pdf,see upstream repository,LOW,3adfd74b88cebcdd46c83f9b1d86b6995700233126b53e2f1fcacb40eab2dc84,40115,,1,1.7;,valid,Useful image-heavy real sample; scanner producer unverified
pdf/scanner/imagemagick-ASCII85Decode.pdf,PDF,image/scanned-document style PDF,,,https://github.com/py-pdf/sample-files,sample-files/007-imagemagick-images/imagemagick-ASCII85Decode.pdf,see upstream repository,LOW,99c687865a8c81b11fe2b6be84b4aaf47bf785556d07274debf9bc1e0807ed2f,2848,,1,https://imagemagick.org; 1.7; 1;,valid,Useful image-heavy real sample; scanner producer unverified
pdf/scanner/imagemagick-CCITTFaxDecode.pdf,PDF,image/scanned-document style PDF,,,https://github.com/py-pdf/sample-files,sample-files/007-imagemagick-images/imagemagick-CCITTFaxDecode.pdf,see upstream repository,LOW,cf6f94b533dc28974961fd62a67ebfc722224a0be8a4f0c4c91b26a522d5f70d,1880,,1,https://imagemagick.org; 1.3; 1;,valid,Useful image-heavy real sample; scanner producer unverified
pdf/scanner/imagemagick-lzw.pdf,PDF,image/scanned-document style PDF,,,https://github.com/py-pdf/sample-files,sample-files/007-imagemagick-images/imagemagick-lzw.pdf,see upstream repository,LOW,ee7ce5f301920761371b0a2537634c39b9a8cd2ab578dee4c17056da297628d8,2678,,1,https://imagemagick.org; 1.7; 1;,valid,Useful image-heavy real sample; scanner producer unverified
pdf/word/002-trivial-libre-office-writer.pdf,PDF,LibreOffice Writer,,,https://github.com/py-pdf/sample-files,sample-files/002-trivial-libre-office-writer/002-trivial-libre-office-writer.pdf,see upstream repository,HIGH,fc67ce4f76ffb44e818ebe4f673dbeb6002ad93a59f3856ff14fb1d3625f10a5,12609,,1,LibreOffice 6.4; 1.5; 1;,valid,Explicit upstream directory; intentionally not misclassified as Word
pdf/word/005-libreoffice-writer-password.pdf,PDF,LibreOffice Writer,,,https://github.com/py-pdf/sample-files,sample-files/005-libreoffice-writer-password/libreoffice-writer-password.pdf,see upstream repository,HIGH,3e333bff0196d0c5320f40cdd1b7a3abd21b316de79de3c0f9083accdaef9358,12783,,,1.5;,malformed-but-useful: qpdf --check failed,Explicit upstream directory; intentionally not misclassified as Word
pdf/word/011-google-doc-document.pdf,PDF,Google Docs,,,https://github.com/py-pdf/sample-files,sample-files/011-google-doc-document/google-doc-document.pdf,see upstream repository,HIGH,69f6b7f493b1bc55d518942976cbeadc4ec0a36f6d8a6dc24feffc516d35b2c9,80100,,1,Skia/PDF m103 Google Docs Renderer; 1.4; 1;,valid,Explicit upstream producer directory; retained in requested office bucket
pdf/word/012-libreoffice-form.pdf,PDF,LibreOffice Writer,,,https://github.com/py-pdf/sample-files,sample-files/012-libreoffice-form/libreoffice-form.pdf,see upstream repository,HIGH,9105eeef8c8cafdb141b7edd768a5e08adffe320d1d4f89e1a7112a2b37d1c57,34186,,1,LibreOffice 6.4; 1.5; 1;,valid,Explicit upstream directory; intentionally not misclassified as Word
pdf/word/016-libre-office-link.pdf,PDF,LibreOffice Writer,,,https://github.com/py-pdf/sample-files,sample-files/016-libre-office-link/libre-office-link.pdf,see upstream repository,HIGH,bc38b458acd125c09fb7603cf0cca5d8737eea9fe353c2aef2c42b3db9cf9076,9473,,1,LibreOffice 6.4; 1.5; 1;,valid,Explicit upstream directory; intentionally not misclassified as Word
png/browser/Disable_auto_recalculation_26.png,PNG,web upload/browser asset,,,https://github.com/imazen/codec-corpus,codec-corpus/png-conformance/Disable_auto_recalculation_26.png,see upstream repository,MEDIUM,4218f585cacf7c7d7f573a496b7010a4a89f6a25d9eb2179b794ca1b6be2684e,1116,26,26,26; 26;,valid,Real Wikimedia upload retained by codec-corpus
png/browser/wm_upload_wikimedia_org_4edbe895c4c29af5.png,PNG,web upload/browser asset,,,https://github.com/imazen/codec-corpus,codec-corpus/png-conformance/wm_upload_wikimedia_org_4edbe895c4c29af5.png,see upstream repository,MEDIUM,8a3f47c92154696bcf1961e94afbe4aea615b3e4cdde27d1ebe0a5741044cdc5,2825,1,10,1; 10; sRGB IEC61966-2.1;,valid,Real Wikimedia upload retained by codec-corpus
png/browser/wm_upload_wikimedia_org_a23d1e831e128dff.png,PNG,web upload/browser asset,,,https://github.com/imazen/codec-corpus,codec-corpus/png-conformance/wm_upload_wikimedia_org_a23d1e831e128dff.png,see upstream repository,MEDIUM,41ecd27267257010bae83ef41a9f21829f1e45388065777de2412a6f5c9de43c,771773,3508,2480,3508; 2480; sRGB IEC61966-2.1;,valid,Real Wikimedia upload retained by codec-corpus
png/browser/wm_upload_wikimedia_org_c8a458b0cef3d942.png,PNG,web upload/browser asset,,,https://github.com/imazen/codec-corpus,codec-corpus/png-conformance/wm_upload_wikimedia_org_c8a458b0cef3d942.png,see upstream repository,MEDIUM,552f2a1a52d7f2348b334137203e1c19257630284d5f8aa9a6c140b290b35a2a,633984,1920,1920,1920; 1920;,valid,Real Wikimedia upload retained by codec-corpus
png/browser/wm_upload_wikimedia_org_f14b0faca19b77e2.png,PNG,web upload/browser asset,,,https://github.com/imazen/codec-corpus,codec-corpus/png-conformance/wm_upload_wikimedia_org_f14b0faca19b77e2.png,see upstream repository,MEDIUM,019785009b0d76d896af1aad103a9277c3dd763688d106005c4e45e89289f230,13149,450,332,450; 332;,valid,Real Wikimedia upload retained by codec-corpus
png/design-tools/frymire.png,PNG,design/image-processing application,,,https://github.com/imazen/codec-corpus,codec-corpus/imageflow/test_inputs/frymire.png,see upstream repository,MEDIUM,3c01e1a46c584457282fbc75f7e005040b9e58670f4f33aa25c29eb79e659030,252124,1118,1105,1118; 1105;,valid,Real application test input; producer not asserted beyond upstream evidence
png/design-tools/gradients.png,PNG,design/image-processing application,,,https://github.com/imazen/codec-corpus,codec-corpus/imageflow/test_inputs/gradients.png,see upstream repository,MEDIUM,382b3fd2ac6955433a4d3b8edddd0e628d619866ced88916cb3ed292ac99b8fa,94018,256,128,256; 128;,valid,Real application test input; producer not asserted beyond upstream evidence
png/design-tools/red-night.png,PNG,design/image-processing application,,,https://github.com/imazen/codec-corpus,codec-corpus/imageflow/test_inputs/red-night.png,see upstream repository,MEDIUM,2de27c43c627c53686be220407a5f5552a83336faa5e112bd17ae919ee19e557,137222,400,267,400; 267;,valid,Real application test input; producer not asserted beyond upstream evidence
png/design-tools/rings2.png,PNG,design/image-processing application,,,https://github.com/imazen/codec-corpus,codec-corpus/imageflow/test_inputs/rings2.png,see upstream repository,MEDIUM,e703c22d4a0cd124002975f18280902d92cc27853310feae53a0e06102b52b6b,161573,1022,1022,1022; 1022;,valid,Real application test input; producer not asserted beyond upstream evidence
png/design-tools/whitespace-issue.png,PNG,design/image-processing application,,,https://github.com/imazen/codec-corpus,codec-corpus/imageflow/test_inputs/whitespace-issue.png,see upstream repository,MEDIUM,7227f6f87935498bddf92e355b6c07922c424358c6ca6f373fd0c16998f7efb4,51859,3000,2000,3000; 2000;,valid,Real application test input; producer not asserted beyond upstream evidence
png/linux/16bpc/basn6a16.png,PNG,Linux open-source corpus asset,,,https://github.com/imazen/codec-corpus,codec-corpus/image-rs/test-images/png/16bpc/basn6a16.png,see upstream repository,LOW,8f9d81060aebf4576461403c5057de7f23f73157016b659402b906df805845aa,3435,32,32,32; 32;,valid,Useful real/conformance asset; desktop producer unverified
png/linux/bugfixes/issue#2026.png,PNG,Linux open-source corpus asset,,,https://github.com/imazen/codec-corpus,codec-corpus/image-rs/test-images/png/bugfixes/issue#2026.png,see upstream repository,LOW,bf282001281417100ac90856b46692383eb04c8c7fddfaea9bff5df7c5140d90,247,identify:,attempt,1; 1;,valid,Useful real/conformance asset; desktop producer unverified
png/linux/interlaced/basi2c08.png,PNG,Linux open-source corpus asset,,,https://github.com/imazen/codec-corpus,codec-corpus/image-rs/test-images/png/interlaced/basi2c08.png,see upstream repository,LOW,b2690d4475cdc39faf5a7d2de20de4e14eb96c6360fa791ec2003b4085ecacde,315,32,32,32; 32;,valid,Useful real/conformance asset; desktop producer unverified
png/linux/transparency/acid2.png,PNG,Linux open-source corpus asset,,,https://github.com/imazen/codec-corpus,codec-corpus/image-rs/test-images/png/transparency/acid2.png,see upstream repository,LOW,b95534c515880250a4d87a2dede9d39f086249c6d0b61d1d448da28ea43a444c,110,2,2,2; 2;,valid,Useful real/conformance asset; desktop producer unverified
png/macos/31182064-e1c54784-a8f0-11e7-8bb3-833bba872975.png,PNG,desktop screenshot/application asset,,,https://github.com/imazen/codec-corpus,codec-corpus/imageflow/test_inputs/31182064-e1c54784-a8f0-11e7-8bb3-833bba872975.png,see upstream repository,LOW,25b347a1a4c7b8ad771e04f173722fa091f245b520235e66bc13cff76284dcb6,37537,314,365,314; 365;,valid,No producer claim; category is a targeted local coverage bucket
png/macos/dice.png,PNG,desktop screenshot/application asset,,,https://github.com/imazen/codec-corpus,codec-corpus/imageflow/test_inputs/dice.png,see upstream repository,LOW,82e9a1488d5be70b68711c7d723733493f455c44376572d1fba1ea3947dad8e6,220991,800,600,800; 600;,valid,No producer claim; category is a targeted local coverage bucket
png/macos/png_turns_empty_2.png,PNG,desktop screenshot/application asset,,,https://github.com/imazen/codec-corpus,codec-corpus/imageflow/test_inputs/png_turns_empty_2.png,see upstream repository,LOW,cbc06a6a1cf2021d568e106f2255287d7e4be7ab2dc75b048c6a7d5041f5fe7a,18882,400,400,400; 400;,valid,No producer claim; category is a targeted local coverage bucket
png/macos/shirt_transparent.png,PNG,desktop screenshot/application asset,,,https://github.com/imazen/codec-corpus,codec-corpus/imageflow/test_inputs/shirt_transparent.png,see upstream repository,LOW,eb110337d3b1213c912d372959f25d9d77758567619b495762e0ec072c95b471,277913,500,500,500; 500; NIKON CORPORATION; NIKON D500; Adobe RGB (1998);,valid,No producer claim; category is a targeted local coverage bucket
png/macos/whitespace-issue.png,PNG,desktop screenshot/application asset,,,https://github.com/imazen/codec-corpus,codec-corpus/imageflow/test_inputs/whitespace-issue.png,see upstream repository,LOW,7227f6f87935498bddf92e355b6c07922c424358c6ca6f373fd0c16998f7efb4,51859,3000,2000,3000; 2000;,valid,No producer claim; category is a targeted local coverage bucket
png/windows/14b47384-7042-11e5-801d-804da7b4cbe6.png,PNG,desktop application asset,,,https://github.com/imazen/codec-corpus,codec-corpus/png-conformance/14b47384-7042-11e5-801d-804da7b4cbe6.png,see upstream repository,LOW,f69a6a1f04c81560b6db05f92fdac4a6434dc825910a438773c9116d6952480a,1233,255,255,255; 255;,valid,No producer claim; validates chunk diversity
png/windows/wm_upload_wikimedia_org_3a9fa5185de5c6c8.png,PNG,desktop application asset,,,https://github.com/imazen/codec-corpus,codec-corpus/png-conformance/wm_upload_wikimedia_org_3a9fa5185de5c6c8.png,see upstream repository,LOW,e1a450218368fc18a53a9e99faf11702ba64e7993ce1197ccdd532f43075525e,3082,48,48,48; 48;,valid,No producer claim; validates chunk diversity
png/windows/wm_upload_wikimedia_org_45634e241d7821a3.png,PNG,desktop application asset,,,https://github.com/imazen/codec-corpus,codec-corpus/png-conformance/wm_upload_wikimedia_org_45634e241d7821a3.png,see upstream repository,LOW,dd7307c212e0dcbcfae2d2c37ffbd97f02f9ace7e2974f2225a2dde5e80fd67f,358484,1105,658,1105; 658;,valid,No producer claim; validates chunk diversity
